"Outcome","ID","bp_genA","bp_genT","bp_genC","bp_genG","bp_genome_total","fr_genA","fr_genT","fr_genC","fr_genG","genomic_topological_entropy_score","genomic_chargaff_score_pf","genomic_chargaff_score_ct","genomic_shannon_score","n_cds_plus","n_cds_minus","n_cds_total","bp_cdsA","bp_cdsT","bp_cdsC","bp_cdsG","bp_cds_total","fr_cdsA","fr_cdsT","fr_cdsC","fr_cdsG","cds_topological_entropy_score","cds_chargaff_score_pf","cds_chargaff_score_ct","cds_shannon_score","n_ncRNA_plus","n_ncRNA_minus","n_ncRNA_total","bp_ncRNA_A","bp_ncRNA_T","bp_ncRNA_C","bp_ncRNA_G","bp_ncRNA_total","fr_ncRNA_A","fr_ncRNA_T","fr_ncRNA_C","fr_ncRNA_G","ncRNA_topological_entropy_score","ncRNA_chargaff_score_pf","ncRNA_chargaff_score_ct","ncRNA_shannon_score","n_tRNA_plus","n_tRNA_minus","n_tRNA_total","bp_tRNA_A","bp_tRNA_T","bp_tRNA_C","bp_tRNA_G","bp_tRNA_total","fr_tRNA_A","fr_tRNA_T","fr_tRNA_C","fr_tRNA_G","tRNA_topological_entropy_score","tRNA_chargaff_score_pf","tRNA_chargaff_score_ct","tRNA_shannon_score","n_rRNA_plus","n_rRNA_minus","n_rRNA_total","bp_rRNA_A","bp_rRNA_T","bp_rRNA_C","bp_rRNA_G","bp_rRNA_total","fr_rRNA_A","fr_rRNA_T","fr_rRNA_C","fr_rRNA_G","rRNA_topological_entropy_score","rRNA_chargaff_score_pf","rRNA_chargaff_score_ct","rRNA_shannon_score"
"Bacteria","NZ_CP022736",1172975,1172996,1560691,1559136,5465798,0.21,0.21,0.29,0.29,0.9482,5e-04,0.9995,1.9855,2271,2413,4684,978437,948134,1341943,1344964,4613478,0.22,0.21,0.29,0.29,0.8986,0.1505,0.8669,1.9717,5,5,10,242,243,340,311,1136,0.2,0.22,0.32,0.25,0.8755,0.2634,0.7744,1.9617,26,25,51,777,845,1126,1276,4024,0.19,0.21,0.28,0.32,0.8865,0.1433,0.8708,1.9621,6,3,9,3612,2892,2928,4128,13560,0.26,0.21,0.24,0.29,0.9215,0.2563,0.7744,1.9844
"Bacteria","NZ_AP019736",571009,575668,907701,907998,2962376,0.19,0.19,0.31,0.31,0.9417,0.0042,0.9958,1.9629,1115,1238,2353,521713,463089,807254,812847,2604903,0.2,0.18,0.3,0.31,0.8914,0.1793,0.8432,1.9394,1,1,2,106,77,145,192,520,0.22,0.17,0.26,0.34,0.8925,0.2555,0.7762,1.9409,25,21,46,712,838,871,1087,3508,0.2,0.24,0.25,0.31,0.8881,0.2118,0.8144,1.97,3,3,6,2428,1870,1998,2730,9026,0.25,0.23,0.23,0.29,0.9111,0.2494,0.7804,1.986
"Bacteria","NZ_CP014262",1204860,1204442,1858597,1856278,6124363,0.2,0.2,0.3,0.3,0.9442,8e-04,0.9992,1.9669,2612,2479,5091,1012545,984283,1593087,1584004,5174076,0.2,0.19,0.3,0.3,0.8977,0.1503,0.867,1.9559,2,1,3,140,113,170,208,631,0.21,0.18,0.28,0.33,0.888,0.2309,0.7992,1.9488,18,47,65,977,1061,1452,1588,5078,0.19,0.21,0.29,0.31,0.8907,0.14,0.8735,1.9597,7,9,16,5937,4843,4976,7085,22841,0.26,0.21,0.23,0.3,0.9114,0.2254,0.8006,1.9864
"Bacteria","NZ_CP041025",1017733,1012978,1084349,1073951,4189011,0.24,0.24,0.26,0.26,0.9507,0.0072,0.9929,1.9993,1741,1739,3480,867998,842441,911429,996927,3618795,0.24,0.23,0.25,0.27,0.906,0.1757,0.8448,1.982,2,1,3,140,122,171,206,639,0.21,0.2,0.27,0.32,0.8943,0.2354,0.7956,1.9651,17,28,45,697,754,984,1092,3527,0.2,0.21,0.28,0.31,0.8879,0.1674,0.8502,1.9661,3,6,9,3468,2790,2922,3921,13101,0.25,0.21,0.24,0.3,0.9041,0.1769,0.8429,1.9853
"Bacteria","NZ_CP047654",447662,451351,953662,954106,2806781,0.16,0.16,0.34,0.34,0.9235,0.0043,0.9957,1.9047,1208,1231,2439,381547,365380,873378,764542,2384847,0.16,0.16,0.36,0.32,0.8762,0.1807,0.8414,1.8884,1,1,2,98,76,140,179,493,0.19,0.17,0.28,0.35,0.8871,0.2155,0.8092,1.9365,31,25,56,780,903,1210,1378,4271,0.18,0.21,0.28,0.32,0.8869,0.2126,0.8142,1.9505,6,9,15,5246,5140,5175,7956,23517,0.22,0.2,0.24,0.34,0.9068,0.2381,0.7968,1.963
"Bacteria","NZ_CP059319",920162,914688,1943332,1946562,5724744,0.16,0.16,0.34,0.34,0.9201,0.0038,0.9962,1.9049,2495,2660,5155,785287,777666,1725068,1677435,4965456,0.16,0.16,0.34,0.34,0.8709,0.1296,0.8843,1.892,2,2,4,110,71,211,237,629,0.16,0.1,0.36,0.38,0.8336,0.2833,0.7793,1.8037,19,29,48,701,734,1105,1220,3760,0.19,0.2,0.29,0.32,0.8823,0.1398,0.8732,1.9505,3,3,6,2212,1782,2044,2752,8790,0.23,0.19,0.26,0.31,0.9057,0.1899,0.8311,1.9719
"Bacteria","NZ_CP045699",724694,723259,537349,533463,2518765,0.29,0.29,0.21,0.21,0.951,0.0046,0.9954,1.9838,984,1048,2032,564884,546541,403206,449952,1964583,0.29,0.28,0.2,0.23,0.9059,0.1593,0.8585,1.9758,2,1,3,172,163,165,220,720,0.23,0.23,0.24,0.3,0.9039,0.1997,0.8237,1.9751,12,76,88,1384,1479,1937,2103,6903,0.2,0.21,0.28,0.3,0.8923,0.1206,0.8907,1.9693,6,19,25,9713,7950,7741,11098,36502,0.26,0.21,0.23,0.3,0.9161,0.229,0.7978,1.985
"Bacteria","NZ_AP018448",1724962,1722324,4079138,4076227,11602651,0.15,0.15,0.35,0.35,0.9214,0.0011,0.9989,1.8777,4623,4624,9247,1408045,1324621,3410958,3195919,9339543,0.15,0.14,0.36,0.34,0.8706,0.1759,0.846,1.8653,1,1,2,89,64,161,186,500,0.17,0.15,0.31,0.38,0.8776,0.2656,0.7714,1.881,38,35,73,1001,1108,1616,1843,5568,0.18,0.2,0.29,0.33,0.8861,0.1988,0.8271,1.9411,9,9,18,6554,5573,6769,9709,28605,0.23,0.18,0.25,0.34,0.9112,0.2665,0.7672,1.9606
"Bacteria","NZ_CP043311",1085611,1080649,1952241,1938452,6056953,0.18,0.18,0.32,0.32,0.9352,0.0058,0.9942,1.9407,2715,2565,5280,938144,885619,1753336,1622201,5199300,0.18,0.17,0.33,0.31,0.8869,0.1627,0.8563,1.9271,2,1,3,138,117,169,212,636,0.2,0.18,0.28,0.35,0.8682,0.1948,0.8266,1.9309,35,37,72,1051,1167,1621,1795,5634,0.19,0.21,0.29,0.32,0.888,0.1433,0.8708,1.9575,6,10,16,5870,4730,5096,7135,22831,0.25,0.21,0.24,0.3,0.9068,0.213,0.812,1.9848
"Bacteria","NC_018645",1516808,1526625,1071679,1082793,5197905,0.29,0.29,0.21,0.21,0.9455,0.0084,0.9917,1.9788,2057,2048,4105,1297184,1138283,840124,951610,4227201,0.31,0.27,0.19,0.22,0.8997,0.1946,0.8298,1.9627,1,2,3,176,146,149,192,663,0.26,0.23,0.23,0.28,0.8963,0.1589,0.8603,1.9851,23,27,50,784,838,1119,1196,3937,0.2,0.21,0.28,0.3,0.89,0.1329,0.8801,1.9658,9,3,12,5090,4161,3919,5522,18692,0.26,0.22,0.22,0.3,0.9226,0.2516,0.7785,1.9841
"Bacteria","NZ_LR130778",1103136,1104086,656467,655193,3518882,0.31,0.31,0.19,0.19,0.9447,0.0014,0.9986,1.9528,1497,1509,3006,972856,836626,474841,623475,2907798,0.34,0.29,0.16,0.21,0.8966,0.2684,0.7723,1.9337,2,1,3,212,185,159,222,778,0.27,0.24,0.2,0.28,0.8938,0.2216,0.8052,1.986,15,41,56,837,956,1089,1334,4216,0.2,0.23,0.26,0.32,0.8883,0.2189,0.8093,1.9671,9,6,15,6492,4734,4721,6761,22708,0.27,0.21,0.21,0.3,0.9066,0.2946,0.746,1.9806
"Bacteria","NZ_CP031479",779575,767227,637003,619704,3149982,0.25,0.24,0.2,0.2,0.6021,0.0217,0.9785,1.9227,1201,1174,2375,643002,628023,504157,564518,2339700,0.28,0.27,0.21,0.24,0.9089,0.1574,0.8599,1.9828,2,1,3,157,138,173,218,686,0.21,0.2,0.27,0.32,0.8948,0.1411,0.8745,1.9628,27,40,67,1103,1153,1445,1591,5292,0.21,0.22,0.27,0.3,0.8908,0.1114,0.8979,1.9748,1,2,3,1189,969,991,1403,4552,0.26,0.2,0.24,0.31,0.907,0.2474,0.784,1.9805
"Bacteria","NZ_CP025738",1339514,1353419,2070485,2105873,6869391,0.19,0.2,0.3,0.31,0.9435,0.0136,0.9865,1.966,2938,2878,5816,1137232,1100608,1808428,1784718,5830986,0.2,0.19,0.31,0.3,0.896,0.1544,0.8637,1.9529,1,2,3,142,114,170,205,631,0.21,0.18,0.28,0.33,0.8904,0.2269,0.8025,1.9521,25,40,65,979,1068,1448,1586,5081,0.19,0.21,0.29,0.31,0.8906,0.1338,0.8792,1.9608,10,6,16,5925,4840,4985,7092,22842,0.26,0.21,0.23,0.3,0.905,0.2135,0.8119,1.9866
"Bacteria","NZ_CP110339",1056033,1048777,1350492,1339882,4795184,0.22,0.22,0.28,0.28,0.9503,0.0074,0.9926,1.9892,2018,2125,4143,799778,836998,1075914,1107393,3820083,0.21,0.22,0.28,0.29,0.902,0.1358,0.8794,1.9777,1,2,3,145,107,202,231,685,0.2,0.17,0.3,0.33,0.8867,0.2951,0.7566,1.9262,34,22,56,835,885,1265,1402,4387,0.19,0.2,0.29,0.32,0.8869,0.1568,0.8582,1.9547,3,9,12,4475,3687,4045,5414,17621,0.23,0.21,0.25,0.31,0.9151,0.1909,0.8286,1.9786
"Bacteria","NZ_OY781925",629497,631020,1209421,1203518,3673456,0.17,0.17,0.33,0.33,0.9268,0.0037,0.9964,1.9278,1529,1557,3086,531656,523688,1083069,995606,3134019,0.17,0.17,0.34,0.32,0.8816,0.169,0.851,1.9123,1,1,2,103,58,136,160,457,0.2,0.14,0.31,0.34,0.8723,0.2261,0.8238,1.9109,33,22,55,809,871,1248,1377,4305,0.19,0.2,0.29,0.32,0.8858,0.1418,0.8724,1.9531,6,6,12,4655,3680,4128,5933,18396,0.24,0.2,0.25,0.32,0.9172,0.2347,0.7952,1.9723
"Bacteria","NZ_CP046674",598130,593699,1213226,1213669,3618724,0.17,0.16,0.34,0.34,0.9261,0.0039,0.9961,1.9143,1593,1529,3122,507675,481542,1046179,1032071,3067467,0.17,0.16,0.34,0.33,0.8761,0.151,0.867,1.9005,1,2,3,127,112,198,226,663,0.18,0.17,0.31,0.34,0.8815,0.1577,0.8599,1.9275,29,26,55,817,880,1250,1399,4346,0.19,0.2,0.29,0.32,0.8834,0.1523,0.863,1.9553,6,3,9,3493,2814,3009,4268,13584,0.25,0.2,0.26,0.3,0.9128,0.2578,0.7734,1.9744
"Bacteria","NZ_CP118480",718088,718118,1200933,1199702,3836841,0.19,0.19,0.31,0.31,0.9326,5e-04,0.9995,1.9539,1776,1665,3441,628736,556349,1077979,986833,3249897,0.2,0.18,0.32,0.3,0.8877,0.1766,0.8451,1.9353,2,3,5,155,118,221,265,759,0.2,0.16,0.29,0.35,0.8744,0.2732,0.7659,1.9237,40,44,84,1276,1394,1839,2025,6534,0.2,0.21,0.28,0.31,0.8891,0.1487,0.8658,1.9652,15,3,18,7041,5671,6036,8509,27257,0.25,0.19,0.25,0.31,0.9123,0.2468,0.7855,1.9742
"Bacteria","NZ_AP023440",1405096,1396278,3315844,3311175,9428393,0.15,0.15,0.35,0.35,0.9209,0.0039,0.9962,1.8777,3809,3772,7581,1159259,1091791,2801223,2661096,7713369,0.15,0.14,0.36,0.34,0.8716,0.1609,0.8583,1.8666,1,1,2,92,67,161,188,508,0.16,0.15,0.31,0.38,0.8861,0.3016,0.743,1.8812,29,39,68,918,1040,1486,1696,5140,0.18,0.2,0.29,0.33,0.8844,0.1874,0.835,1.9438,12,6,18,6554,5648,6731,9692,28625,0.23,0.19,0.25,0.34,0.9118,0.2641,0.7694,1.9613
"Bacteria","NZ_CP012559",871007,873432,523710,522399,2790548,0.31,0.31,0.19,0.19,0.9431,0.0026,0.9974,1.9543,1092,1058,2150,644290,608075,350257,413966,2016588,0.32,0.3,0.17,0.2,0.8965,0.2026,0.8234,1.941,1,1,2,121,111,84,123,439,0.26,0.27,0.18,0.29,0.9058,0.3351,0.7194,1.9742,36,19,55,873,990,1049,1261,4173,0.21,0.24,0.25,0.3,0.8923,0.1821,0.8402,1.9767,3,9,12,5146,4086,3787,5389,18408,0.27,0.21,0.22,0.3,0.9177,0.2821,0.754,1.9825
"Bacteria","NZ_CP049246",1124384,1130695,885742,889367,4030188,0.28,0.28,0.22,0.22,0.9541,0.0048,0.9952,1.9897,1675,1652,3327,997714,877502,724124,822166,3421506,0.3,0.26,0.21,0.24,0.9075,0.1843,0.8374,1.9755,1,1,2,127,116,98,130,471,0.26,0.24,0.22,0.28,0.8969,0.1459,0.8692,1.9914,18,38,56,900,1051,1020,1283,4254,0.21,0.25,0.24,0.3,0.8898,0.2007,0.8227,1.9796,9,3,12,4829,3594,4088,5593,18104,0.25,0.21,0.24,0.3,0.9163,0.2186,0.8084,1.9833
"Bacteria","NC_014117",630863,632440,1129984,1125653,3518940,0.18,0.18,0.32,0.32,0.9321,0.0032,0.9968,1.9418,1386,1624,3010,516157,500473,923162,950864,2890656,0.18,0.18,0.32,0.33,0.8812,0.1448,0.8725,1.9298,1,2,3,138,118,205,234,695,0.19,0.18,0.3,0.33,0.8735,0.1956,0.8294,1.9395,24,32,56,833,911,1250,1397,4391,0.19,0.21,0.28,0.32,0.8847,0.1374,0.8758,1.9607,3,6,9,3454,2749,3092,4290,13585,0.25,0.2,0.26,0.3,0.9088,0.2597,0.7713,1.9762
"Bacteria","NZ_CP063779",1455502,1454128,953183,953804,4816617,0.3,0.3,0.2,0.2,0.9516,8e-04,0.9992,1.9685,1924,1843,3767,1242207,1143086,726376,884541,3996210,0.32,0.29,0.18,0.22,0.9024,0.2023,0.824,1.9538,1,1,2,128,97,105,146,476,0.24,0.2,0.24,0.31,0.8917,0.2299,0.7999,1.9731,20,27,47,730,870,884,1114,3598,0.2,0.24,0.25,0.31,0.8896,0.21,0.8158,1.9741,9,3,12,4803,3741,3928,5605,18077,0.25,0.19,0.25,0.31,0.9096,0.2426,0.7874,1.9705
"Bacteria","NZ_CP015249",659180,659388,1563140,1564911,4446619,0.15,0.15,0.35,0.35,0.9147,7e-04,0.9993,1.877,1771,1680,3451,564663,564960,1373614,1326203,3829440,0.15,0.15,0.36,0.34,0.8674,0.1389,0.8776,1.8706,1,3,4,169,136,272,305,882,0.19,0.16,0.3,0.35,0.8767,0.2217,0.804,1.9228,21,25,46,667,735,1045,1156,3603,0.18,0.2,0.29,0.32,0.8877,0.1429,0.8714,1.9523,3,3,6,2242,1728,2155,2946,9071,0.24,0.19,0.26,0.32,0.9009,0.2412,0.7886,1.9705
"Bacteria","NZ_CP040938",572536,570496,374967,372317,1890416,0.3,0.3,0.2,0.2,0.951,0.0053,0.9947,1.9681,841,812,1653,493730,436765,272690,357277,1560462,0.32,0.28,0.17,0.23,0.8991,0.2664,0.7749,1.9464,2,1,3,189,150,131,174,644,0.28,0.23,0.21,0.28,0.8828,0.2481,0.7858,1.9825,47,6,53,794,949,1022,1267,4032,0.2,0.24,0.25,0.31,0.8894,0.2107,0.8146,1.9707,9,3,12,4958,3865,3912,5502,18237,0.26,0.21,0.23,0.3,0.9163,0.233,0.7943,1.986
"Bacteria","NZ_LS398552",724178,720759,316248,317008,2078193,0.35,0.35,0.15,0.15,0.9165,0.0036,0.9964,1.887,756,718,1474,472463,394248,171722,222251,1260684,0.38,0.31,0.13,0.18,0.8769,0.2678,0.7754,1.8716,1,1,2,169,135,75,104,483,0.33,0.29,0.17,0.22,0.8886,0.2303,0.7978,1.9486,16,18,34,588,648,668,770,2674,0.22,0.24,0.25,0.29,0.8909,0.1604,0.8553,1.9844,1,2,3,1286,1078,835,1234,4433,0.29,0.26,0.19,0.26,0.9043,0.2121,0.8147,1.9792
"Bacteria","NZ_CP049357",477305,476911,950891,952478,2857585,0.17,0.17,0.33,0.33,0.9289,0.0012,0.9988,1.9189,1243,1347,2590,406742,364885,813548,803848,2389023,0.17,0.16,0.34,0.33,0.8779,0.1708,0.8521,1.8962,1,1,2,104,69,172,199,544,0.19,0.14,0.31,0.36,0.8662,0.2119,0.818,1.9044,28,18,46,729,756,993,1117,3595,0.2,0.21,0.28,0.31,0.8859,0.1319,0.8809,1.9684,6,3,9,3408,2574,3258,4251,13491,0.24,0.17,0.27,0.31,0.8912,0.3114,0.7379,1.9538
"Bacteria","NZ_CP046266",1786040,1801290,1003956,1011256,5602542,0.32,0.32,0.18,0.18,0.9461,0.0079,0.9922,1.9424,2186,2247,4433,1293334,1122896,609872,793372,3819474,0.34,0.29,0.16,0.2,0.8922,0.2617,0.7765,1.9235,1,3,4,282,253,218,285,1038,0.27,0.25,0.21,0.27,0.8958,0.1519,0.8656,1.9797,110,28,138,2112,2328,2944,3323,10707,0.2,0.22,0.27,0.31,0.8862,0.152,0.8639,1.9675,36,6,42,16976,13045,14426,19904,64351,0.25,0.21,0.23,0.31,0.918,0.2499,0.7801,1.9817
"Bacteria","NZ_CP076652",1244691,1246901,1755466,1752823,5999881,0.21,0.21,0.29,0.29,0.947,0.0016,0.9984,1.9792,2453,2376,4829,1039913,1022523,1482690,1511650,5056776,0.21,0.21,0.29,0.3,0.9011,0.139,0.8764,1.9681,1,2,3,139,120,169,206,634,0.21,0.19,0.27,0.33,0.8928,0.209,0.8144,1.958,32,31,63,948,1037,1400,1543,4928,0.19,0.21,0.28,0.31,0.889,0.1326,0.8798,1.9608,6,10,16,5944,4847,4991,7078,22860,0.26,0.22,0.23,0.29,0.9062,0.2107,0.8134,1.9877
"Bacteria","NZ_CP084662",1528619,1495117,577259,599585,4200680,0.36,0.36,0.14,0.14,0.9227,0.0301,0.9704,1.8555,1810,1546,3356,1242767,947554,333032,560143,3083496,0.41,0.31,0.11,0.18,0.8668,0.4192,0.6683,1.827,2,1,3,232,197,162,225,816,0.29,0.25,0.19,0.27,0.9031,0.2302,0.7975,1.9726,57,26,83,1296,1463,1751,1963,6473,0.2,0.23,0.27,0.3,0.888,0.1513,0.8655,1.9709,6,25,31,12630,9512,9551,13734,45427,0.27,0.22,0.21,0.3,0.9088,0.2793,0.7587,1.9828
"Bacteria","NZ_CP067129",531074,530000,858855,859824,2779753,0.19,0.19,0.31,0.31,0.9336,0.0016,0.9984,1.9592,1231,1297,2528,450811,466802,731774,777625,2427012,0.19,0.19,0.3,0.32,0.8911,0.1416,0.8745,1.9495,1,1,2,99,62,144,168,473,0.2,0.13,0.32,0.35,0.8682,0.2511,0.7869,1.8999,24,20,44,653,694,988,1122,3457,0.19,0.2,0.29,0.32,0.885,0.154,0.861,1.9536,3,3,6,2214,1772,2094,2742,8822,0.24,0.19,0.27,0.31,0.9142,0.2193,0.8037,1.9708
"Bacteria","NZ_CP080414",1045902,1043641,1209294,1215019,4513856,0.23,0.23,0.27,0.27,0.9542,0.0034,0.9966,1.996,1936,1749,3685,864970,849289,1015416,1052143,3781818,0.23,0.23,0.26,0.28,0.9068,0.1375,0.8772,1.9836,2,1,3,135,118,171,212,636,0.2,0.19,0.28,0.33,0.8799,0.23,0.7953,1.953,48,54,102,1588,1738,2227,2404,7957,0.2,0.22,0.28,0.3,0.8885,0.1284,0.8837,1.9702,19,6,25,9470,7579,8172,11335,36556,0.24,0.21,0.24,0.3,0.9175,0.2009,0.8221,1.9839
"Bacteria","NZ_CP061177",548488,550618,1344444,1333907,3777457,0.15,0.15,0.36,0.35,0.911,0.0059,0.9941,1.87,1738,1566,3304,458449,483835,1170564,1166062,3278910,0.14,0.15,0.36,0.35,0.8643,0.1522,0.8682,1.8566,2,1,3,125,87,219,240,671,0.18,0.15,0.33,0.34,0.8702,0.1831,0.8454,1.9021,29,21,50,720,776,1101,1266,3863,0.19,0.2,0.29,0.33,0.8875,0.1642,0.8536,1.9526,6,3,9,3126,2415,3219,4260,13020,0.22,0.17,0.29,0.32,0.9032,0.247,0.7812,1.944
"Bacteria","NZ_AP014624",1777018,1767847,987275,971603,5503743,0.32,0.32,0.18,0.18,0.9426,0.0106,0.9895,1.9392,2355,2311,4666,1556807,1307228,753553,910552,4528140,0.35,0.29,0.16,0.2,0.8928,0.2257,0.8041,1.9278,1,1,2,121,99,84,118,422,0.28,0.23,0.21,0.28,0.8877,0.2311,0.7966,1.9871,55,29,84,1324,1601,1547,1931,6403,0.21,0.25,0.24,0.3,0.8915,0.2191,0.8103,1.9731,12,6,18,7364,5869,5401,7669,26303,0.25,0.22,0.23,0.3,0.9124,0.2079,0.8177,1.9808
"Bacteria","NZ_CP084681",1437573,1441499,3406191,3411227,9696490,0.15,0.15,0.35,0.35,0.923,0.0021,0.9979,1.8775,3907,4018,7925,1144751,1103837,2811226,2638495,7698309,0.15,0.15,0.36,0.34,0.8711,0.1768,0.8456,1.8643,1,1,2,91,60,162,188,501,0.16,0.14,0.32,0.38,0.8888,0.3068,0.7428,1.8674,46,23,69,918,1041,1506,1728,5193,0.18,0.2,0.29,0.33,0.8845,0.193,0.8305,1.9394,9,12,21,7649,6598,7838,11277,33362,0.22,0.19,0.25,0.34,0.9088,0.2359,0.7921,1.9654
"Bacteria","NC_021870",1138374,1140588,1202538,1202051,4683551,0.24,0.24,0.26,0.26,0.9553,0.0012,0.9988,1.9995,1968,2141,4109,921392,924785,957792,1076471,3880440,0.24,0.24,0.24,0.27,0.9064,0.1642,0.8552,1.9836,4,4,8,306,235,340,411,1292,0.24,0.19,0.26,0.31,0.8723,0.2804,0.7686,1.9495,51,35,86,1380,1490,1910,2093,6873,0.2,0.21,0.28,0.31,0.8876,0.1531,0.8619,1.9653,15,7,22,8157,6342,7391,10265,32155,0.23,0.18,0.26,0.33,0.9096,0.2412,0.7874,1.9617
"Bacteria","NZ_CP042374",496206,498835,296643,298324,1590008,0.31,0.31,0.19,0.19,0.9441,0.0055,0.9945,1.9538,733,731,1464,427693,413640,229023,286478,1356834,0.32,0.3,0.17,0.21,0.8963,0.2082,0.8187,1.9425,1,1,2,135,116,84,130,465,0.28,0.25,0.18,0.29,0.9087,0.2626,0.7797,1.9789,19,47,66,1003,1147,1296,1582,5028,0.2,0.23,0.26,0.31,0.8883,0.2031,0.8209,1.9684,6,6,12,5165,3936,3815,5410,18326,0.27,0.21,0.22,0.29,0.9243,0.2629,0.7693,1.9858
"Bacteria","NZ_CP041764",1066362,1076336,1477095,1478259,5098052,0.21,0.21,0.29,0.29,0.9456,0.005,0.995,1.9816,2188,2236,4424,873760,851509,1214715,1316158,4256142,0.21,0.21,0.28,0.3,0.8964,0.1659,0.8541,1.9611,1,12,13,445,304,535,591,1875,0.24,0.16,0.29,0.31,0.8785,0.303,0.7483,1.947,28,58,86,1344,1468,1885,2071,6768,0.2,0.22,0.28,0.31,0.8866,0.1601,0.8559,1.9662,13,9,22,8303,6584,7149,10041,32077,0.24,0.19,0.25,0.32,0.9148,0.2409,0.7888,1.9661
"Bacteria","NC_015172",911985,915724,795009,784021,3406739,0.27,0.27,0.23,0.23,0.9523,0.009,0.991,1.9961,1339,1541,2880,730484,654020,564884,683385,2632773,0.28,0.25,0.21,0.26,0.9032,0.2266,0.8043,1.9733,2,1,3,197,169,189,249,804,0.25,0.22,0.23,0.3,0.8968,0.2622,0.7742,1.9772,26,29,55,865,895,1236,1352,4348,0.2,0.21,0.28,0.31,0.8881,0.1491,0.8656,1.9641,6,6,12,5376,3619,3996,5852,18843,0.28,0.19,0.23,0.3,0.9069,0.3202,0.7296,1.9748
"Bacteria","NZ_AP024883",1000560,995385,840109,838488,3674542,0.27,0.27,0.23,0.23,0.9517,0.0036,0.9964,1.9946,1535,1493,3028,815815,815570,661411,769103,3061899,0.27,0.27,0.21,0.25,0.9075,0.1781,0.8434,1.9817,2,1,3,149,136,168,221,674,0.21,0.21,0.26,0.32,0.8956,0.1745,0.846,1.9655,39,47,86,1332,1449,1891,2073,6745,0.2,0.21,0.28,0.31,0.8898,0.1364,0.8772,1.9672,9,16,25,9469,7693,7978,11352,36492,0.25,0.21,0.24,0.31,0.9172,0.218,0.8075,1.9817
"Bacteria","NZ_CP065253",941131,934245,2499044,2493679,6868099,0.14,0.14,0.36,0.36,0.9136,0.0047,0.9953,1.8458,2590,2660,5250,748869,743559,2045204,1933387,5471019,0.14,0.14,0.37,0.35,0.8648,0.165,0.8553,1.8397,1,1,2,86,65,158,190,499,0.16,0.15,0.31,0.39,0.881,0.2873,0.7518,1.8702,25,40,65,876,998,1423,1628,4925,0.18,0.2,0.29,0.33,0.8854,0.1915,0.8312,1.9428,12,6,18,6507,5624,6778,9717,28626,0.22,0.19,0.25,0.34,0.9083,0.235,0.793,1.9654
"Bacteria","NZ_CP033934",1617835,1605093,819051,823916,4865895,0.33,0.33,0.17,0.17,0.9383,0.0069,0.9931,1.9225,2139,1961,4100,1381344,1165242,605961,751140,3903687,0.36,0.3,0.15,0.19,0.8886,0.232,0.7988,1.9099,1,1,2,125,107,78,110,420,0.28,0.25,0.2,0.27,0.8854,0.2257,0.8013,1.9823,52,25,77,1180,1455,1411,1753,5799,0.2,0.25,0.24,0.3,0.889,0.2202,0.8088,1.9718,18,6,24,9864,7824,7184,10208,35080,0.26,0.22,0.22,0.3,0.9121,0.2328,0.7957,1.9812
"Bacteria","NZ_CP054494",1099142,1101759,522727,497648,3221276,0.34,0.34,0.16,0.15,0.7709,0.0258,0.9748,1.9007,1239,1284,2523,954524,787769,375671,454122,2572086,0.37,0.31,0.14,0.18,0.8852,0.2473,0.7883,1.8825,1,1,2,121,107,81,110,419,0.26,0.24,0.22,0.28,0.8938,0.161,0.8588,1.9746,35,53,88,1335,1613,1673,2041,6662,0.2,0.24,0.25,0.31,0.8897,0.2103,0.817,1.9722,9,25,34,13918,10926,10321,14447,49612,0.25,0.24,0.22,0.29,0.9215,0.2694,0.7641,1.9841
"Bacteria","NZ_CP063425",1127055,1130957,1325034,1326950,4909996,0.23,0.23,0.27,0.27,0.9507,0.0025,0.9976,1.9953,2108,2308,4416,942598,943966,1104947,1216301,4207812,0.23,0.23,0.26,0.29,0.9036,0.1537,0.864,1.9808,6,4,10,366,257,425,462,1510,0.24,0.17,0.28,0.3,0.8847,0.2995,0.7581,1.9441,47,35,82,1269,1367,1820,1984,6440,0.2,0.21,0.28,0.31,0.8872,0.1556,0.8595,1.9651,15,7,22,8189,6413,7301,10159,32062,0.24,0.18,0.26,0.32,0.9128,0.2513,0.7799,1.9613
"Bacteria","NZ_CP014689",621262,628321,917616,940723,3107922,0.2,0.2,0.3,0.3,0.9404,0.0181,0.9821,1.9721,1343,1309,2652,512736,549558,812500,818351,2693145,0.19,0.2,0.3,0.3,0.8969,0.1738,0.8476,1.9541,2,1,3,140,120,190,224,674,0.2,0.19,0.28,0.33,0.8907,0.1515,0.8637,1.959,22,36,58,888,918,1318,1458,4582,0.19,0.2,0.29,0.32,0.8899,0.1639,0.8537,1.9542,8,6,14,5425,4234,5083,6834,21576,0.23,0.19,0.27,0.31,0.9113,0.2428,0.7862,1.9699
